298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000001,298.150000000001,298.150000000001,298.150000000001,298.150000000001,298.150000000002,298.150000000002,298.150000000002,298.150000000001,298.15,298.15,298.15,298.150000000001,298.150000000001,298.150000000001,298.150000000003,298.150000000002,298.150000000002,298.150000000002,298.150000000001,298.150000000001,298.150000000001,298.150000000002,298.150000000003,298.150000000002,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000005,298.150000000016,298.150000000027,298.150000000017,298.150000000011,298.150000000007,298.150000000005,298.150000000004,298.150000000006,298.150000000006,298.15000000001,298.150000000009,298.150000000008,298.150000000008,298.150000000008,298.150000000009,298.150000000015,298.150000000024,298.150000000028,298.150000000015,298.150000000009,298.150000000011,298.150000000008,298.150000000009,298.150000000007,298.150000000005,298.150000000002,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.149999999999,298.149999999996,298.14999999999,298.149999999999,298.150000000028,298.150000000088,298.150000000079,298.150000000074,298.150000000079,298.150000000104,298.150000000133,298.150000000122,298.150000000064,298.15000000004,298.150000000025,298.150000000025,298.150000000032,298.150000000077,298.150000000203,298.150000000267,298.150000000243,298.150000000234,298.150000000198,298.150000000137,298.150000000051,298.149999999979,298.150000000104,298.150000000201,298.150000000107,298.150000000016,298.150000000004,298.150000000004,298.150000000002,298.150000000003,298.150000000001,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000001,298.150000000004,298.149999999984,298.149999999906,298.149999999808,298.149999999675,298.149999999769,298.150000001743,298.150000003036,298.150000002174,298.150000001752,298.15000000147,298.150000001137,298.15000000097,298.150000001066,298.15000000118,298.150000001111,298.150000001152,298.150000000957,298.150000001248,298.150000001605,298.150000002202,298.150000002869,298.15000000364,298.150000003374,298.149999999071,298.149999998801,298.149999999586,298.150000000911,298.15000000175,298.150000001003,298.150000000661,298.149999999924,298.149999999949,298.150000000001,298.149999999998,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000001,298.149999999999,298.150000000002,298.150000000001,298.150000000006,298.149999999985,298.149999999906,298.149999999531,298.149999998536,298.149999997721,298.149999998286,298.15000001203,298.150000014192,298.150000005912,298.150000013111,298.15000001706,298.150000017221,298.15000001044,298.150000009112,298.150000007667,298.150000007346,298.150000008126,298.15000001296,298.150000017524,298.150000018722,298.150000017746,298.150000017522,298.15000001763,298.15000002289,298.150000023459,298.149999997867,298.149999963065,298.150000011718,298.150000028096,298.150000019707,298.150000008002,298.150000003917,298.150000000674,298.149999999126,298.150000000205,298.150000000017,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000009,298.150000000013,298.149999999972,298.149999999951,298.149999999959,298.150000001064,298.150000001948,298.149999998824,298.149999999062,298.150000017232,298.15000010509,298.150000204491,298.150000081436,298.150000040212,298.15000004103,298.150000087215,298.15000012258,298.150000135044,298.150000112234,298.150000076655,298.150000058546,298.15000004831,298.150000057273,298.150000096337,298.150000164241,298.15000023969,298.150000238477,298.150000148391,298.150000098597,298.149999895282,298.149999840166,298.150000197383,298.150000112927,298.150000112213,298.150000092921,298.150000029823,298.150000002534,298.150000003223,298.150000000316,298.150000000046,298.150000000019,298.150000000004,298.149999999998,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000002,298.150000000004,298.15000000001,298.150000000012,298.149999999947,298.150000000489,298.15000000227,298.150000006896,298.1500000107,298.15000002066,298.149999948797,298.149999969229,298.150000158311,298.150000866599,298.150001632039,298.150002459602,298.150002893464,298.150002302715,298.150001473186,298.150001008513,298.150000895582,298.15000101503,298.150001107051,298.150001417456,298.150001315072,298.150001119257,298.150001076542,298.15000111505,298.150001279453,298.150001602152,298.150002105676,298.150002658034,298.150001907085,298.150001931668,298.15000142609,298.150001290494,298.150001456261,298.150000529279,298.150000106732,298.149999844579,298.149999997182,298.150000000609,298.149999999844,298.149999999955,298.150000000004,298.150000000008,298.150000000002,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.149999999998,298.149999999987,298.150000000049,298.150000000513,298.150000001218,298.150000004146,298.150000008126,298.149999966497,298.150000128293,298.149999953846,298.150001257839,298.150004305331,298.150010746664,298.150011429248,298.150012282327,298.150015084201,298.150014645215,298.150015445359,298.15001679621,298.150017917969,298.150012689611,298.150009477174,298.150007885622,298.150006910864,298.150008112543,298.150009639097,298.150014105455,298.150020777866,298.150022049061,298.150020399255,298.150020390101,298.150018723343,298.150018754809,298.150024710629,298.150025104101,298.150013124098,298.150003686425,298.150001883827,298.149999887562,298.14999939995,298.150000024399,298.150000025288,298.150000010045,298.150000001918,298.149999999897,298.149999999965,298.149999999997,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000004,298.15000000003,298.15000000014,298.150000000286,298.149999999306,298.149999999906,298.150000010465,298.149999967015,298.149999948064,298.150000596627,298.150004270272,298.149994037015,298.150027173861,298.150075231543,298.15011322771,298.150173380348,298.150272847089,298.150219067102,298.150166244691,298.15012285663,298.150095213798,298.150081731981,298.15008799361,298.150106368759,298.150125525309,298.150109430297,298.150088994489,298.150095440498,298.150109478659,298.150136010495,298.150198222373,298.150283370194,298.150322055972,298.150214743171,298.150163612725,298.150143848959,298.150151787798,298.150070867426,298.150036455027,298.149987963731,298.149996933897,298.150000908977,298.149999834867,298.149999992187,298.149999999908,298.15000000064,298.150000000168,298.150000000036,298.150000000003,298.15,298.15,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.150000000001,298.15,298.149999999974,298.149999999745,298.149999998904,298.150000027712,298.150000134487,298.150000356682,298.1500014113,298.150004397346,298.150039430716,298.150351960696,298.150047241207,298.151332605972,298.15153641924,298.151376566121,298.151561632905,298.151526992195,298.151392268228,298.151451967697,298.151606894221,298.151658295514,298.151091950198,298.150874392484,298.150699667578,298.150667696489,298.150729005255,298.150843063537,298.151253338992,298.151884350359,298.151821875155,298.151828414373,298.151784855335,298.151828794439,298.151959760443,298.152544296836,298.152746982535,298.151735779855,298.150925389454,298.150253395467,298.149961582453,298.149981053031,298.150001570929,298.150001117827,298.150000266514,298.150000017799,298.149999998217,298.149999999718,298.149999999982,298.150000000004,298.150000000002,298.150000000001,298.15,298.15,298.15,298.15,298.15
298.15,298.15,298.15,298.15,298.15,298.15,298.149999999999,298.149999999994,298.150000000029,298.150000000527,298.150000002283,298.150000006704,298.150000007989,298.149999759625,298.14999764342,298.150025608035,298.150043439246,298.150233005613,298.151026427703,298.146909312697,298.161504117194,298.16167236833,298.163084114753,298.169922901898,298.173873993114,298.170406165702,298.164588308676,298.161665906974,298.158676061532,298.157068586812,298.158228228513,298.159118106867,298.161718864097,298.159610501267,298.158040654399,298.158493414413,298.159361468943,298.16271952366,298.16776792166,298.175517531306,298.179743242592,298.173586475821,298.167088542294,298.163569761283,298.164119553396,298.170624813322,298.148562667454,298.148834784409,298.149943061406,298.150007210645,298.149995856029,298.149999743449,298.150000034469,298.150000007908,298.150000002786,298.150000000752,298.150000000045,298.149999999991,298.149999999999,298.15,298.15,298.15,298.15,298.15
